

87, 5
68, 3
34, 3
53, 3
60, 2
58, 3
24, 3
20, 2
34, 3
18, 3
25, 3
20, 2
21, 3
23, 3
18, 2
51, 3
41, 3
19, 3
18, 2
43, 3
32, 3
22, 3
17, 2
23, 3
22, 3
23, 2
20, 3
20, 3
18, 2
26, 3
24, 3
18, 3
17, 2
34, 3
26, 3
31, 3
28, 2
22, 5
32, 3
22, 3
17, 2
23, 3
32, 3
22, 3
29, 2
21, 2
19, 3
29, 4
25, 3
22, 2
22, 3
18, 5
17, 3
24, 4
20, 2
33, 3
22, 3
34, 2
23, 3
22, 2
25, 5
25, 4
29, 3
19, 3
37, 5
20, 2
18, 3
20, 5
43, 4
21, 3
20, 4
37, 2
23, 3
22, 5
20, 3
21, 2
27, 4
48, 5
50, 3
38, 2
18, 5
23, 3
19, 3
20, 5
30, 4
38, 2
26, 3
25, 5
29, 2
30, 3
35, 3
22, 4
22, 2
29, 5
18, 2
23, 4
34, 3
28, 3
23, 3
23, 4
26, 2
27, 5
24, 5
28, 3
26, 3
17, 5
37, 4
39, 2
38, 3
35, 5
20, 2
19, 3
29, 3
20, 3
20, 2
27, 4
18, 5
19, 5
34, 3
19, 3
17, 2
22, 4
28, 5
27, 3
22, 3
36, 2
23, 3
22, 4
22, 3
19, 5
18, 2
21, 5
29, 3
23, 3
23, 4
18, 3
30, 2
40, 5
19, 3
30, 2
43, 4
45, 3
43, 3
38, 3
31, 5
21, 2
20, 3
38, 4
26, 3
32, 4
34, 5
45, 5
30, 2
29, 4
28, 3
21, 3
24, 3
37, 3
51, 4
18, 5
42, 4
32, 2
25, 2
18, 5
37, 3
42, 3
31, 3
29, 3
18, 2
52, 4
39, 5
42, 4
26, 5
20, 3
24, 4
49, 3
21, 3
23, 2
19, 5
20, 3
45, 4
25, 4
21, 2
29, 3
18, 5
35, 3
17, 2
21, 3
27, 5
21, 5
47, 4
40, 3
38, 4
30, 3
21, 2
46, 4
18, 5
20, 3
20, 3
33, 4
23, 4
23, 2
30, 3
20, 3
20, 2
17, 5
22, 5
50, 4
25, 5
36, 4
45, 3
30, 2
59, 3
26, 5
62, 3
25, 4
26, 3
30, 2
42, 4
18, 5
31, 3
26, 4
23, 2
33, 3
21, 3
25, 2
22, 3
25, 2
40, 4
16, 3
32, 5
25, 5
42, 4
36, 3
24, 3
18, 2
18, 3
24, 4
17, 5
22, 3
21, 3
23, 4
44, 2
31, 2
31, 3
51, 5
44, 4
57, 5
62, 3
21, 3
19, 2
22, 4
24, 5
23, 3
30, 3
23, 4
20, 5
21, 3
18, 2
29, 3
21, 3
32, 4
17, 5
29, 2
31, 2
48, 3
21, 5
30, 4
35, 3
30, 3
17, 5
28, 5
20, 2
49, 4
29, 3
16, 3
18, 5
23, 4
21, 3
18, 5
37, 3
22, 2
25, 4
19, 5
28, 2
39, 3
33, 3
30, 4
18, 5
18, 3
18, 2
19, 3
33, 4
22, 5
24, 4
37, 3
23, 5
36, 2
57, 3


30, 3
23, 2
31, 4
21, 5
21, 2
37, 4
42, 3
21, 5
32, 3
22, 2
21, 3
33, 4
20, 5
22, 3
24, 2
30, 4
22, 5
34, 3
37, 3
30, 3
42, 5
47, 2
50, 4
52, 3
20, 2
21, 5
26, 4
38, 3
47, 3
25, 3
26, 2
21, 5
18, 2
31, 4
27, 3
24, 5
23, 4
48, 3
24, 2
33, 3
23, 5
35, 3
34, 2
28, 4
30, 5
23, 3
21, 4
23, 2
18, 3
25, 5
31, 3
30, 3
23, 2
35, 4
19, 5
21, 3
22, 2
24, 3
27, 4
20, 5
19, 2
30, 3
21, 5
28, 3
37, 4
22, 2
36, 3
27, 3
23, 5
31, 4
23, 2
20, 5
41, 3
25, 3
24, 4
17, 2
21, 3
21, 5
21, 3
21, 2
31, 4
27, 5
24, 2
32, 3
29, 4
38, 3
35, 3
29, 5
25, 3
20, 2
21, 5
34, 4
20, 2
37, 4
23, 5
57, 3
32, 3
23, 2
28, 3
21, 2
21, 5
24, 4
22, 3
28, 5
24, 2
31, 4
44, 3
20, 2
42, 3
32, 3
24, 5
27, 4
21, 3
23, 5
21, 2
22, 3
31, 4
28, 2
25, 3
23, 5
23, 3
35, 4
24, 5
25, 2
40, 3
24, 3
23, 4
21, 5
24, 2
23, 3
28, 4
28, 3
28, 3
21, 5
23, 2
22, 3
23, 4
21, 5
21, 2
28, 3
37, 4
21, 5
28, 2
57, 3
45, 3
29, 3
23, 5
28, 4
22, 2
23, 3
20, 5
18, 2
34, 4
25, 3
22, 5
24, 3
34, 2
36, 4
58, 3
21, 5
43, 3
34, 3
38, 4
23, 3
27, 2
31, 5
28, 4
22, 2
26, 5
43, 3
26, 3
24, 5
33, 3
28, 4
23, 2
24, 3
22, 5
25, 4
21, 2
39, 3
24, 3
21, 5
22, 3
31, 4
22, 2
22, 3
31, 5
30, 4
25, 2
21, 5
47, 3
26, 4
35, 3
33, 3
22, 5
24, 2
21, 2
42, 4
19, 3
24, 5
22, 3
21, 4
21, 5
19, 2
36, 3
26, 3
30, 4
20, 2
21, 5
27, 3
19, 3
23, 4
28, 5
18, 2
23, 3
21, 2
18, 5
31, 3
30, 4
29, 3
19, 3
21, 5
20, 2
25, 4
20, 2
42, 5
43, 3
27, 4
25, 3
21, 5
